Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,AveraCoftwo,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
97824,Chili's,1,Hyderabad,"Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad",78.45,17.42,"Mexican, American, TexMex, Burger",1800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4.7,Dark Green,Excellent,1932
309788,SodaBottleOpenerWala,1,New Delhi,"73, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.23,28.6,"Parsi, Iranian",1300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.2,Green,Very Good,1914
2760,Vapour Pub & Brewery,1,Gurgaon,"2nd Floor, MGF Mega City Mall, MG Road, Gurgaon","MGF Mega City Mall, MG Road","MGF Mega City Mall, MG Road, Gurgaon",77.09,28.48,"Finger Food, Continental, North Indian, Italian, Chinese",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.7,Yellow,Good,1902
309955,Nando's,1,New Delhi,"F29/30 A, Malhotra Building, Inner Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"Portuguese, African",1200.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.7,Yellow,Good,1891
2787,Punjab Grill,1,Gurgaon,"3rd Floor, Ambience Mall, Gurgaon","Ambience Mall, Gurgaon","Ambience Mall, Gurgaon, Gurgaon",77.1,28.5,"North Indian, Mughlai",2000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,4.3,Green,Very Good,1887
8893,Raasta,1,New Delhi,"30A, 1st Floor, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.19,28.55,"Continental, Italian",2000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,3.9,Yellow,Good,1878
899,Saravana Bhavan,1,New Delhi,"50, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22,28.63,South Indian,500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.2,Green,Very Good,1869
17093600,Taco Bus,216,Tampa Bay,"913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,"Seminole Heights, Tampa Bay",82.45,28,"Mexican, Vegetarian",10.00,Dollar($),FALSE,FALSE,FALSE,1,4.5,Dark Green,Excellent,1868
4815,Route ,1,New Delhi,"K2, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"Continental, American, TexMex, North Indian",1350.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.5,Yellow,Good,1863
92577,Heart Cup Coffee,1,Hyderabad,"B 7 & 8, Jubilee Garden, Behind TCS Building, E Park, Kondapur, Hyderabad",Kondapur,"Kondapur, Hyderabad",78.37,17.46,"Cafe, Continental, North Indian, Chinese",1800.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,4.2,Green,Very Good,1859
301131,Fork You,1,New Delhi,"30, 1st Floor, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.19,28.55,"Continental, Asian, Italian, Mediterranean, Burger",1600.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.8,Yellow,Good,1845
306946,Cafe Delhi Heights,1,Gurgaon,"Shop 10, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.5,"Continental, American, Italian, Seafood, North Indian, Cafe",2000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,4,Green,Very Good,1840
910,United Coffee House,1,New Delhi,"E15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"North Indian, European, Asian, Mediterranean",2200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,4.1,Green,Very Good,1838
307490,Summer House Cafe,1,New Delhi,"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2,28.55,"Italian, Continental",1850.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.1,Green,Very Good,1823
17293281,Last Resort Grill,216,Athens,"184 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens",83.38,33.96,"American, Southern, Southwestern",40.00,Dollar($),FALSE,FALSE,FALSE,3,4.5,Dark Green,Excellent,1821
7713,Ardor .,1,New Delhi,"N55/56 & 88/89, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"North Indian, Chinese, Continental, Italian",2000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,4.1,Green,Very Good,1821
70092,Kaidi Kitchen,1,Chennai,"20/3, Bishop Wallers Avenue, Mylapore, Chennai",Mylapore,"Mylapore, Chennai",80.26,13.04,"Italian, Mexican, Chinese, Thai, North Indian",1500.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4,Green,Very Good,1820
69024,That Madras Place,1,Chennai,"34/29, 2nd Main Road, Kasturibai Nagar, Adyar, Chennai",Adyar,"Adyar, Chennai",80.25,13.01,"European, Italian, Desserts",800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,4.2,Green,Very Good,1810
18157413,Molecule Air Bar,1,Gurgaon,"4th Floor, SCO 53, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.06,28.47,"Continental, North Indian, Italian, Chinese",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.2,Green,Very Good,1809
17616205,The Olde Pink House,216,Savannah,"23 Abercorn St, Savannah, GA 31401",Savannah,"Savannah, Savannah",81.09,32.08,"American, Seafood, Southern",70.00,Dollar($),FALSE,FALSE,FALSE,4,4.4,Green,Very Good,1803
18238278,Tamasha,1,New Delhi,"28, Kasturba Gandhi Marg, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"Finger Food, North Indian, Continental, Italian",1600.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.7,Yellow,Good,1801
20002, Ballygunge Place,1,Kolkata,"6, Ballygunge Place, Ballygunge, Kolkata",Ballygunge,"Ballygunge, Kolkata",88.37,22.53,Bengali,1000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4.4,Green,Very Good,1778
870,Nizam's Kathi Kabab,1,New Delhi,"H5/6, Plaza Building, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"North Indian, Fast Food",900.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.8,Yellow,Good,1761
18216901,Unplugged Courtyard,1,New Delhi,"Near Odeon Cinema, L Block, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"North Indian, Continental",1600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4,Green,Very Good,1758
5732,Elma's Bakery Bar and Kitchen,1,New Delhi,"31, 2nd Floor, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.19,28.55,"Continental, American, Italian, Bakery",1900.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.9,Yellow,Good,1756
70393,Bombay Brasserie,1,Chennai,"3, College Lane, Nungambakkam, Chennai",Nungambakkam,"Nungambakkam, Chennai",80.25,13.07,North Indian,1200.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4.6,Dark Green,Excellent,1753
25570,Barbeque Nation,1,Kolkata,"24, 1st Floor, Park Center Building, Park Street Area, Kolkata",Park Street Area,"Park Street Area, Kolkata",88.35,22.55,"North Indian, Chinese",1600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.9,Dark Green,Excellent,1753
17093124,Columbia Restaurant,216,Tampa Bay,"2117 E 7th Ave, Tampa, FL 33605",Ybor City,"Ybor City, Tampa Bay",82.44,27.96,"Cuban, Spanish",40.00,Dollar($),FALSE,FALSE,FALSE,3,4.4,Green,Very Good,1746
305815,Nando's,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.5,"Portuguese, African",1200.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4,Green,Very Good,1730
17100307,Ella's Americana Folk Art Cafe,216,Tampa Bay,"5119 N Nebraska Ave, Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",82.45,27.99,"International, Italian, Southern",40.00,Dollar($),FALSE,FALSE,FALSE,3,4.8,Dark Green,Excellent,1715
70894,Maplai,1,Chennai,"14, Sterling Avenue, Nungambakkam, Chennai",Nungambakkam,"Nungambakkam, Chennai",80.24,13.06,"South Indian, Chettinad",1000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.2,Green,Very Good,1714
305240,The Chatter House,1,New Delhi,"Lower Basement, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Finger Food, Italian, North Indian",1800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4,Green,Very Good,1700
17059012,Hollerbach's Willow Tree Cafe,216,Orlando,"205 East 1st Street, Sanford, FL 32771",Sanford,"Sanford, Orlando",81.27,28.81,German,40.00,Dollar($),FALSE,FALSE,FALSE,3,4.8,Dark Green,Excellent,1699
304746,The California Boulevard,1,New Delhi,"J2/5, 1st & 2nd Floor, BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.65,"American, Asian, European, Seafood",2000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,4.6,Dark Green,Excellent,1691
17060516,Seasons  Fresh Grill,216,Orlando,"7700 West Sand Lake Road, Orlando, FL 32819",Restaurant Row,"Restaurant Row, Orlando",81.49,28.45,American,60.00,Dollar($),FALSE,FALSE,FALSE,4,4.4,Green,Very Good,1685
130230,Curlies,1,Goa,"Anjuna Beach, Anjuna, Goa","Anjuna Beach, Anjuna","Anjuna Beach, Anjuna, Goa",73.74,15.57,"Continental, North Indian, Italian, Seafood, Goan",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,3.5,Yellow,Good,1681
303371,Barbeque Nation,1,Noida,"A79A, Ground Floor, Hotel Savoy Suites, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.32,28.58,"North Indian, Chinese, Mediterranean",1600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.3,Green,Very Good,1670
7422633,Talaga Sampireun,94,Jakarta,Jl. Lingkar Luar Barat,Cengkareng,"Cengkareng, Jakarta",106.73,6.17,"Sunda, Indonesian",200000.00,Indonesian Rupiah(IDR),FALSE,FALSE,FALSE,3,4.9,Dark Green,Excellent,1662
306153,Dhaba By Claridges,1,Gurgaon,"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.5,North Indian,2000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,4,Green,Very Good,1658
8621,Rose Cafe,1,New Delhi,"2, Westend Marg, Saidulajab",Saket,"Saket, New Delhi",77.2,28.52,"Cafe, Italian, Lebanese, Continental, Mediterranean",1000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.1,Green,Very Good,1653
7417455,Talaga Sampireun,94,Jakarta,"Taman Impian Jaya Ancol, Jl. Lapangan Golf 7, Ancol, Jakarta","Taman Impian Jaya Ancol, Ancol","Taman Impian Jaya Ancol, Ancol, Jakarta",106.83,6.13,"Sunda, Indonesian",200000.00,Indonesian Rupiah(IDR),FALSE,FALSE,FALSE,3,4.9,Dark Green,Excellent,1640
312476,Lights Camera Action  Air Bar,1,New Delhi,"J2/6 B, 3rd Floor, BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.65,"North Indian, Continental",1300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.4,Green,Very Good,1636
17099925,Red Mesa Cantina,216,Tampa Bay,"128 3rd St S, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",82.64,27.77,"Latin American, Mexican, Southwestern",25.00,Dollar($),FALSE,FALSE,FALSE,2,4.6,Dark Green,Excellent,1629
89,Naivedyam,1,New Delhi,"Shop 1, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.2,28.56,South Indian,500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.2,Green,Very Good,1627
24452,Sigree Global Grill,1,Kolkata,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata","Silver Spring Arcade, Science City Area","Silver Spring Arcade, Science City Area, Kolkata",88.4,22.55,North Indian,1600.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.1,Green,Very Good,1616
69951,L'amandier,1,Chennai,"57, 2nd Main Road, RA Puram, Chennai",RA Puram,"RA Puram, Chennai",80.25,13.03,"European, Cafe, Italian",1200.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4.3,Green,Very Good,1607
7855,Dunkin' Donuts,1,New Delhi,"N6, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"Burger, Desserts, Fast Food",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.9,Yellow,Good,1607
18233317,  Kala Ghoda,1,Mumbai,"145, Kala Ghoda, Fort, Mumbai",Fort,"Fort, Mumbai",72.83,18.93,"Fast Food, Beverages, Desserts",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.2,Green,Very Good,1606
305670,Made In Punjab,1,Gurgaon,"67, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.5,"North Indian, Mughlai",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4,Green,Very Good,1595
993,Al Jawahar,1,New Delhi,"8, Jama Masjid  Matia Mahal Road, Matia Mahal, Opposite Gate 1, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.23,28.65,"Mughlai, North Indian",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.8,Yellow,Good,1585
6505564,German Bakery Wunderbar,1,Pune,"153/A, Varun Complex, Near Demech House, Law College Road, Pune",Law College Road,"Law College Road, Pune",73.83,18.52,"Italian, German, Continental",1000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4,Green,Very Good,1583
111895,  The Global Kitchen,1,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,"Ambavadi, Ahmedabad",72.54,23.01,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.2,Green,Very Good,1582
8244,Big Chill,1,New Delhi,"35, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.23,28.6,"Italian, Continental, European, Cafe",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.6,Dark Green,Excellent,1569
6506206, Degrees Resto Lounge,1,Pune,"8th & 9th Floor, Spot 18 Mall, Pimple Saudagar, Pune","Spot 18 Mall, Pimple Saudagar","Spot 18 Mall, Pimple Saudagar, Pune",73.79,18.59,"North Indian, Mediterranean, Chinese",2100.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,3.6,Yellow,Good,1566
18237321,Echoes Satyaniketan,1,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,"Cafe, Continental, Italian, Mexican, Chinese, American",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.7,Dark Green,Excellent,1563
4283,FIO Country Kitchen and Bar,1,New Delhi,"Gate 1, The Garden of Five Senses, Saidulajab, Saket, New Delhi","Garden of Five Senses, Saket","Garden of Five Senses, Saket, New Delhi",77.2,28.51,"European, Italian, North Indian",3300.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,4.2,Green,Very Good,1561
313256,The Junkyard Cafe,1,New Delhi,"91, 2nd Floor, N Block, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"North Indian, Mediterranean, Asian",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.9,Yellow,Good,1545
312345,The Hudson Cafe,1,New Delhi,"2524, 1st Floor, Hudson Lane, Delhi UniversityGTB Nagar, New Delhi",Delhi UniversityGTB Nagar,"Delhi UniversityGTB Nagar, New Delhi",77.2,28.69,"Cafe, Italian, Continental, Chinese",850.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.4,Green,Very Good,1537
6504409,Effingut Brewerkz,1,Pune,"End of Lane Number 6, Koregaon Park, Pune",Koregaon Park,"Koregaon Park, Pune",73.9,18.53,"Continental, North Indian, Mughlai, Burmese",1800.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,4.3,Green,Very Good,1531
6507461,Agent Jack's Bar,1,Pune,"Terrace, B Wing, ICC Trade Tower, Senapati Bapat Road, Pune",Senapati Bapat Road,"Senapati Bapat Road, Pune",73.83,18.54,"Continental, North Indian, Italian",1200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.2,Green,Very Good,1531
306407,YOLO ,1,New Delhi,"2522, Ground Floor, Hudson Lane, Delhi UniversityGTB Nagar, New Delhi",Delhi UniversityGTB Nagar,"Delhi UniversityGTB Nagar, New Delhi",77.2,28.7,"Cafe, Italian, Continental",700.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,2,4.2,Green,Very Good,1526
18124357,Garam Dharam,1,New Delhi,"M16, Ground Floor, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,North Indian,1300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.4,Orange,Average,1523
3190,Big Chill,1,New Delhi,"HS 5, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.24,28.55,"Italian, Continental, European, Cafe",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.4,Green,Very Good,1521
49486,Tea Villa Cafe,1,Mumbai,"Pardhy House, Opposite Jain Temple, Junction of MG Road and Hanuman Road, Vile Parle East, Mumbai",Vile Parle East,"Vile Parle East, Mumbai",72.85,19.1,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.6,Yellow,Good,1515
70890,Fusilli Reasons,1,Chennai,"1/9, Dr. Vasudevan Street, Ormes Road, Kilpauk, Chennai",Kilpauk,"Kilpauk, Chennai",80.25,13.08,Italian,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,4.6,Dark Green,Excellent,1510
70431,Pantry d'or,1,Chennai,"21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,"Anna Nagar East, Chennai",80.22,13.09,"Continental, Cafe, Italian, Desserts",750.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,4.4,Green,Very Good,1504
309664,Caffe Tonino,1,New Delhi,"1st Floor, PVR Plaza Building, H Block, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"Pizza, Italian, Cafe",1400.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.9,Yellow,Good,1503
7402935,Skye,94,Jakarta,"Menara BCA, Lantai 56, Jl. MH. Thamrin, Thamrin, Jakarta","Grand Indonesia Mall, Thamrin","Grand Indonesia Mall, Thamrin, Jakarta",106.82,6.2,"Italian, Continental",800000.00,Indonesian Rupiah(IDR),FALSE,FALSE,FALSE,3,4.1,Green,Very Good,1498
17141990,Duke's Waikiki,216,Rest of Hawaii,"2335 Kalakaua Ave, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",157.83,21.28,"Hawaiian, Seafood, Steak",70.00,Dollar($),FALSE,FALSE,FALSE,4,4.4,Green,Very Good,1492
306956,Olive Bistro,1,Gurgaon,"Shop 101, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.49,"Mediterranean, Italian, European",2000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.9,Yellow,Good,1490
7545,Natraj Dahi Bhalle Wala,1,New Delhi,"1396, Main Road Near Central Bank, Opposite Paranthe Wali Gali, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23,28.66,Street Food,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.9,Yellow,Good,1487
18057792,Imly,1,New Delhi,"Shop F20, Hog Market, Rajendra Place, New Delhi",Rajendra Place,"Rajendra Place, New Delhi",77.18,28.64,"Street Food, North Indian, Chinese, Continental",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.9,Yellow,Good,1485
25664,Gabbar's Bar & Kitchen,1,Kolkata,"11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",Camac Street Area,"Camac Street Area, Kolkata",88.35,22.55,"North Indian, Chinese, Mexican, Italian",1400.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.4,Green,Very Good,1484
307571,Wood Box Cafe,1,New Delhi,"Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,"Cafe, Fast Food, Italian, Chinese",850.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,4.1,Green,Very Good,1479
18337894,Prankster,1,Gurgaon,"Site 810, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.06,28.47,"Modern Indian, North Indian",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.8,Dark Green,Excellent,1478
100080,Chokhi Dhani,1,Jaipur,"Chokhi Dhani Village Resort, 12 Mile, Tonk Road, Jaipur","Chokhi Dhani Village Resort, Tonk Road","Chokhi Dhani Village Resort, Tonk Road, Jaipur",75.84,26.77,Rajasthani,1600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.3,Green,Very Good,1478
7405789,Toodz House,94,Jakarta,"Jl. Cipete Raya No. 79, Fatmawati, Jakarta",Fatmawati,"Fatmawati, Jakarta",106.8,6.28,"Cafe, Italian, Coffee and Tea, Western, Indonesian",165000.00,Indonesian Rupiah(IDR),FALSE,FALSE,FALSE,3,4.6,Dark Green,Excellent,1476
101212,Tapri Central,1,Jaipur,"B4 E, 3rd Floor, Surana Jewellers, Opposite Central Park, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.81,26.91,"Cafe, Fast Food, Street Food",750.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.7,Dark Green,Excellent,1469
17061296,Pom Pom's Teahouse and Sandwicheria,216,Orlando,"67 North Bumby Avenue, Orlando, FL 32803",The Milk District,"The Milk District, Orlando",81.35,28.54,"American, Sandwich, Tea",25.00,Dollar($),FALSE,FALSE,FALSE,2,4.9,Dark Green,Excellent,1457
301114,Wenger's Deli,1,New Delhi,"A18, Radial Road, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"Bakery, Desserts, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,4.3,Green,Very Good,1457
120014,Barbeque Nation,1,Chandigarh,"SCO 39, Madhya Marg, Sector 26, Chandigarh",Sector 26,"Sector 26, Chandigarh",76.81,30.73,"North Indian, Chinese",1300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.5,Dark Green,Excellent,1450
206488,Maharaja Bhog,214,Dubai,"Ground Level, Hamsah Mall, Next to Ansar Gallery, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.31,25.25,"Indian, Rajasthani",90.00,Emirati Diram(AED),TRUE,TRUE,FALSE,2,4.1,Green,Very Good,1448
310592,The Vintage Avenue,1,New Delhi,"2516, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2,28.7,"North Indian, Chinese, Continental, Italian",800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3.9,Yellow,Good,1439
11371,Chili's,1,Pune,"UG 49, Phoenix Market City, Nagar Road, Viman Nagar, Pune","Phoenix Market City, Viman Nagar","Phoenix Market City, Viman Nagar, Pune",73.92,18.56,"Mexican, American, TexMex",1800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4.5,Dark Green,Excellent,1439
2504,Pind Balluchi,1,New Delhi,"13, Regal Building, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22,28.63,"North Indian, Mughlai",1000.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.6,Yellow,Good,1434
97503,United Kitchens of India,1,Hyderabad,"Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.41,17.43,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.1,Green,Very Good,1431
4741,Boombox Cafe,1,New Delhi,"2 & 3, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.23,28.6,"American, Italian, North Indian, Chinese, Lebanese",2000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.6,Yellow,Good,1428
